time,ax,ay,az,atotal
2.117,-0.23,5.13,1.21,5.28
2.137,0.8,12.54,2.84,12.88
2.157,-1.05,12.93,-1.37,13.04
2.177,2.07,11.54,-0.45,11.73
2.197,2.07,7.87,1.38,8.25
2.217,1.54,6.06,3.91,7.37
2.237,-1.2,6.51,3.22,7.36
2.257,-1.66,5.61,2.33,6.3
2.276,-0.57,2.92,0.96,3.13
2.296,0.74,-0.11,-1.24,1.44
2.316,2.17,-1.65,-0.77,2.84
2.336,2.03,-3.51,1.21,4.23
2.356,0.53,-5.56,1.49,5.78
2.376,-1.2,-7.82,0.64,7.94
2.396,-1.02,-9.66,-1.27,9.8
2.416,0.53,-10.91,-2.59,11.23
2.436,2.53,-11.44,-3.22,12.15
2.456,3.42,-10.38,-3.16,11.38
2.476,2.17,-7.53,-3.78,8.7
2.496,-1.47,-3.11,-4.22,5.45
2.516,-4.1,3.82,-3.22,6.46
2.536,-7.28,10.1,2.22,12.65
2.556,-8.37,12.35,5.09,15.76
2.576,-3.33,11.32,-0.31,11.81
2.596,-1.0,10.56,-0.62,10.62
2.616,0.75,8.79,2.84,9.27
2.636,-0.81,8.8,6.5,10.97
2.656,-2.62,5.17,4.56,7.38
2.676,-1.79,2.24,2.24,3.64
2.696,-0.61,0.04,1.2,1.35
2.716,-0.91,-1.82,1.14,2.33
2.736,-0.73,-4.4,1.66,4.76
2.756,0.82,-6.5,2.07,6.87
2.776,1.35,-8.15,0.97,8.32
2.796,0.75,-9.95,-0.63,9.99
2.816,0.65,-11.47,-1.93,11.64
2.836,2.16,-12.02,-1.8,12.34
2.855,3.56,-11.23,-0.45,11.79
2.875,2.68,-9.49,-1.33,9.96
2.896,1.82,-7.21,-3.92,8.41
2.916,2.77,-2.2,-6.15,7.09
2.935,2.2,7.02,-1.75,7.57
2.956,2.01,14.69,2.33,15.01
2.976,-1.42,13.33,-0.61,13.42
2.996,1.39,14.05,0.87,14.14
3.015,1.21,8.73,-0.98,8.87
3.035,-0.09,6.58,0.91,6.64
3.055,-3.1,7.28,3.05,8.48
3.075,-1.23,7.99,1.99,8.32
3.095,2.64,5.42,0.1,6.03
3.115,3.16,1.93,-1.42,3.96
3.135,1.64,-1.16,-0.76,2.15
3.155,-0.53,-3.68,1.81,4.14
3.175,-1.27,-5.2,2.3,5.83
3.195,-2.28,-7.66,2.29,8.31
3.215,-2.29,-10.44,0.53,10.7
3.235,-0.72,-11.51,-1.34,11.61
3.255,1.14,-11.77,-2.12,12.02
3.275,2.18,-11.05,-2.13,11.47
3.295,2.66,-9.69,-3.22,10.56
3.315,3.3,-6.52,-4.8,8.74
3.335,-1.11,-0.39,-10.31,10.38
3.355,-5.59,4.88,-2.59,7.86
3.375,-11.01,13.68,6.61,18.77
3.395,-2.75,14.38,0.3,14.64
3.415,0.63,11.44,-1.52,11.55
3.435,0.67,8.26,1.04,8.35
3.455,-0.5,7.01,4.63,8.41
3.475,-2.25,5.84,4.47,7.69
3.495,-2.14,4.61,2.44,5.64
3.515,-1.33,3.38,0.31,3.64
3.535,0.24,1.46,0.61,1.6
3.554,1.78,-0.86,2.79,3.42
3.574,2.11,-3.17,2.95,4.82
3.594,0.95,-5.92,1.17,6.11
3.614,-0.22,-8.49,-0.48,8.5
3.634,0.13,-11.01,-1.45,11.1
3.654,0.54,-12.31,-2.19,12.51
3.674,0.62,-12.68,-2.04,12.86
3.694,2.85,-11.45,-1.38,11.88
3.714,4.55,-9.02,-1.07,10.15
3.734,2.44,-5.41,-4.11,7.22
3.754,0.1,-0.58,-8.05,8.07
3.774,0.15,2.6,-2.58,3.67
3.794,-0.32,10.24,4.96,11.39
3.814,-3.24,13.24,-2.01,13.78
3.834,-2.44,14.79,-0.17,14.99
3.854,4.41,12.44,1.98,13.34
3.874,4.57,8.97,3.72,10.73
3.894,0.04,9.09,3.83,9.86
3.914,-0.25,8.67,1.74,8.85
3.934,1.9,5.34,0.12,5.66
3.954,2.22,1.58,-2.04,3.4
3.974,0.59,-1.97,-1.91,2.81
3.994,-1.25,-4.47,-0.61,4.68
4.012,-2.43,-6.89,1.05,7.38
4.032,-2.47,-8.88,2.06,9.45
4.052,-1.53,-10.33,1.04,10.49
4.072,0.31,-11.24,-1.07,11.29
4.092,1.77,-11.11,-2.39,11.5
4.112,2.99,-10.17,-3.06,11.03
4.132,2.88,-9.31,-3.82,10.47
4.152,1.72,-6.79,-6.38,9.47
4.172,-0.82,-1.55,-5.84,6.1
4.192,-5.92,3.5,-1.22,6.98
4.212,-11.19,10.93,2.82,15.89
4.232,-3.5,14.06,-2.19,14.66
4.252,1.02,11.64,0.24,11.69
4.272,-1.48,8.78,-0.48,8.92
4.292,-2.34,7.07,3.29,8.14
4.312,-0.8,6.46,4.48,7.9
4.332,-0.61,6.16,3.18,6.96
4.352,-2.64,4.5,1.06,5.33
4.372,-1.5,2.43,1.11,3.06
4.396,-0.52,-0.36,1.74,1.85
4.416,1.93,-3.16,1.65,4.05
4.436,2.8,-5.72,1.97,6.67
4.455,2.35,-7.75,1.16,8.19
