time,ax,ay,az,atotal
2.356,-0.01,-0.06,0.07,0.09
2.376,-0.04,-0.08,0.1,0.14
2.396,-0.02,-0.06,0.03,0.07
2.416,-0.0,0.06,-0.0,0.06
2.436,0.03,0.12,0.04,0.13
2.456,-0.01,0.08,0.13,0.15
2.476,-0.02,0.03,0.14,0.14
2.495,-0.03,0.03,0.07,0.08
2.515,-0.04,-0.02,0.01,0.05
2.535,-0.06,-0.02,-0.01,0.06
2.555,-0.04,0.06,-0.03,0.08
2.575,0.01,0.06,-0.01,0.07
2.595,0.04,-0.01,0.0,0.05
2.615,-0.0,-0.03,-0.05,0.06
2.635,-0.03,-0.04,-0.05,0.07
2.655,-0.03,0.02,-0.01,0.03
2.675,-0.02,0.04,-0.01,0.04
2.695,0.05,0.0,-0.03,0.05
2.715,0.06,-0.05,-0.03,0.09
2.735,0.03,-0.06,-0.02,0.07
2.755,0.0,-0.01,-0.03,0.03
2.775,-0.04,0.01,-0.04,0.06
2.795,-0.06,-0.01,-0.03,0.06
2.815,-0.03,-0.04,-0.0,0.05
2.835,-0.03,-0.02,-0.06,0.07
2.855,-0.01,0.0,-0.08,0.08
2.875,-0.03,0.04,-0.04,0.06
2.895,-0.06,0.04,0.01,0.07
2.915,-0.04,0.01,-0.01,0.04
2.935,-0.03,0.01,-0.07,0.07
2.955,-0.03,-0.07,-0.05,0.09
2.975,-0.01,-0.09,-0.07,0.11
2.995,-0.03,-0.03,-0.1,0.11
3.014,-0.07,-0.0,-0.09,0.11
3.035,-0.07,0.03,-0.07,0.1
3.054,-0.02,-0.0,0.02,0.03
3.074,-0.03,-0.02,0.06,0.07
3.094,-0.05,0.01,0.06,0.08
3.114,-0.06,-0.01,0.01,0.07
3.134,-0.08,-0.02,-0.01,0.08
3.154,-0.06,-0.01,0.01,0.06
3.174,-0.02,0.0,-0.0,0.02
3.194,0.01,-0.0,0.02,0.03
3.214,0.04,0.01,0.05,0.06
3.234,0.03,0.01,0.05,0.06
3.254,-0.02,0.0,0.03,0.04
3.274,-0.02,-0.02,0.01,0.03
3.294,-0.0,-0.03,0.04,0.05
3.314,0.02,-0.03,0.05,0.07
3.334,0.04,-0.06,0.01,0.07
3.354,0.03,-0.03,-0.02,0.05
3.374,0.03,-0.02,-0.0,0.04
3.394,0.05,-0.02,0.01,0.06
3.414,0.06,-0.02,0.01,0.06
3.434,0.05,-0.02,0.02,0.06
3.454,0.06,-0.01,0.04,0.07
3.474,0.07,0.0,0.03,0.07
3.494,0.09,0.0,0.02,0.1
3.514,0.07,-0.0,0.03,0.08
3.534,0.04,-0.01,0.01,0.04
3.554,0.03,-0.02,0.03,0.05
3.573,0.04,-0.03,0.04,0.07
3.594,0.06,-0.03,0.02,0.07
3.614,0.05,0.02,-0.02,0.06
3.633,0.06,0.04,-0.01,0.07
3.653,0.03,0.03,-0.0,0.04
3.673,0.02,0.01,-0.01,0.03
3.693,0.0,-0.02,-0.04,0.05
3.713,0.01,-0.04,-0.04,0.05
3.733,0.04,0.01,-0.0,0.04
3.753,0.08,-0.07,0.03,0.11
3.773,0.06,-0.03,-0.03,0.07
3.793,-0.01,-0.02,-0.03,0.04
3.813,-0.03,0.05,-0.07,0.1
3.833,0.01,0.07,0.01,0.07
3.853,0.06,0.02,0.04,0.08
3.873,0.08,-0.0,0.04,0.09
3.893,-0.01,-0.04,0.06,0.08
3.913,-0.09,-0.07,0.05,0.13
3.933,-0.12,-0.07,0.01,0.14
3.953,-0.07,0.0,-0.05,0.09
3.973,0.0,0.02,-0.07,0.07
3.993,0.07,0.01,-0.05,0.09
4.013,0.05,-0.03,-0.02,0.06
4.029,0.01,-0.02,0.0,0.02
4.049,-0.02,-0.02,-0.02,0.04
4.069,-0.07,0.01,0.0,0.07
4.089,-0.06,0.03,0.04,0.08
4.109,-0.01,0.03,0.02,0.04
4.129,-0.0,-0.02,-0.0,0.02
4.149,0.01,-0.03,-0.02,0.04
4.169,-0.0,-0.01,-0.03,0.03
4.189,-0.04,-0.02,-0.03,0.05
4.209,-0.02,-0.02,-0.03,0.04
4.229,0.03,-0.0,-0.01,0.03
4.249,0.06,-0.01,-0.02,0.06
4.268,0.04,-0.01,-0.02,0.05
4.288,-0.01,-0.01,-0.01,0.02
4.308,-0.06,-0.05,-0.0,0.08
4.328,-0.07,-0.04,0.03,0.08
4.348,-0.03,-0.0,0.06,0.06
4.368,0.01,-0.02,0.0,0.02
4.388,-0.0,0.01,-0.01,0.01
4.408,-0.0,0.01,0.02,0.02
4.428,-0.01,-0.02,0.0,0.02
4.448,-0.01,-0.02,-0.03,0.04
4.468,-0.02,-0.01,-0.02,0.03
4.488,-0.04,0.01,0.01,0.05
4.508,-0.03,0.02,0.01,0.04
4.528,-0.02,0.0,0.02,0.02
4.548,0.01,0.0,0.0,0.01
4.568,0.02,-0.02,-0.03,0.04
4.588,0.0,-0.01,-0.02,0.03
4.608,-0.06,-0.01,-0.03,0.07
4.628,-0.02,0.04,-0.07,0.09
4.648,0.03,0.02,0.01,0.03
4.668,0.04,-0.01,0.02,0.05
4.688,0.0,-0.02,-0.01,0.02
4.708,-0.07,-0.04,-0.01,0.08
4.728,-0.09,-0.06,-0.03,0.11
4.748,-0.05,-0.01,-0.08,0.09
4.768,-0.03,0.02,-0.08,0.09
4.788,-0.01,0.0,-0.06,0.06
4.808,0.01,0.0,-0.01,0.02
4.828,-0.01,-0.04,-0.01,0.05
4.848,-0.02,-0.05,-0.02,0.06
4.868,-0.07,-0.07,-0.03,0.11
4.888,-0.06,-0.02,0.02,0.07
4.907,-0.04,0.02,0.02,0.05
4.927,-0.01,-0.0,0.0,0.01
4.948,0.0,-0.01,-0.03,0.03
4.967,-0.01,-0.02,-0.0,0.02
4.987,-0.06,-0.02,0.02,0.07
5.007,-0.04,-0.01,0.05,0.07
5.027,0.01,0.0,0.07,0.07
5.047,0.03,0.0,0.06,0.07
5.067,0.0,-0.02,0.04,0.04
5.087,-0.01,-0.02,0.02,0.03
5.107,-0.03,0.01,0.05,0.06
5.127,-0.04,0.02,0.04,0.06
5.147,-0.03,-0.01,0.03,0.04
5.167,-0.02,-0.01,0.05,0.05
5.187,0.01,-0.01,0.07,0.08
5.207,0.01,-0.03,0.05,0.06
5.227,0.05,-0.02,-0.01,0.05
5.247,0.04,0.0,0.01,0.05
5.267,0.02,0.02,0.06,0.07
5.287,-0.0,0.01,0.01,0.02
5.307,-0.03,0.0,-0.01,0.03
5.327,-0.02,-0.01,-0.01,0.03
5.347,0.0,-0.07,-0.01,0.07
5.367,0.03,-0.04,-0.03,0.06
5.387,-0.02,-0.03,-0.05,0.06
5.407,-0.07,0.02,-0.03,0.07
5.427,-0.04,0.07,-0.04,0.09
5.447,0.03,-0.03,0.01,0.04
5.467,0.05,-0.02,0.02,0.05
5.487,-0.03,0.0,0.04,0.05
5.506,-0.08,-0.05,0.0,0.1
5.526,-0.09,-0.05,-0.04,0.11
5.546,-0.02,0.0,-0.06,0.07
5.566,0.01,0.02,-0.05,0.05
5.586,-0.0,0.02,0.0,0.02
5.606,-0.01,-0.03,0.02,0.04
5.626,-0.04,-0.02,0.02,0.05
5.646,-0.05,-0.02,0.01,0.05
5.666,-0.04,-0.04,0.03,0.06
5.686,-0.03,-0.0,-0.0,0.03
5.706,0.02,0.0,-0.03,0.04
5.726,0.03,-0.02,-0.02,0.04
5.746,0.03,-0.03,-0.01,0.04
5.766,0.0,-0.03,-0.02,0.03
5.786,-0.0,0.01,0.0,0.01
5.806,0.03,0.02,0.07,0.07
5.826,0.04,0.02,0.05,0.06
5.846,0.04,0.0,-0.02,0.04
5.866,0.0,-0.02,-0.04,0.04
5.886,-0.01,-0.01,-0.0,0.02
5.906,-0.01,-0.01,0.01,0.02
5.926,0.01,0.01,0.02,0.02
5.946,0.02,0.0,0.01,0.03
5.966,0.01,-0.02,0.01,0.03
5.986,0.02,-0.01,-0.01,0.03
6.006,0.03,0.0,-0.03,0.04
6.025,0.03,-0.02,-0.02,0.05
6.046,0.03,-0.01,0.0,0.03
6.065,0.01,0.0,-0.01,0.01
6.086,0.02,0.01,0.03,0.04
6.106,0.02,-0.01,0.03,0.03
6.125,-0.0,-0.04,-0.02,0.05
6.145,0.0,-0.04,-0.03,0.05
6.165,0.02,-0.02,-0.02,0.03
6.185,-0.02,-0.03,-0.02,0.04
6.205,-0.01,0.03,-0.07,0.08
