time,ax,ay,az,atotal
2.396,0.09,0.03,0.03,0.1
2.416,0.09,0.03,0.01,0.09
2.436,0.05,-0.03,0.0,0.06
2.456,0.01,-0.06,0.02,0.06
2.476,-0.02,-0.07,0.04,0.08
2.496,-0.01,-0.04,0.04,0.06
2.516,0.01,0.01,0.02,0.02
2.536,-0.01,0.03,0.01,0.03
2.556,-0.04,0.01,-0.09,0.1
2.576,0.02,0.04,-0.08,0.09
2.596,0.09,0.02,-0.05,0.11
2.616,0.06,-0.02,-0.12,0.13
2.636,0.02,-0.02,-0.04,0.04
2.656,-0.08,-0.02,0.0,0.08
2.676,-0.08,-0.08,0.05,0.13
2.696,0.02,-0.06,-0.01,0.06
2.716,0.06,0.01,-0.04,0.08
2.736,0.04,-0.01,0.0,0.04
2.756,0.01,-0.08,0.07,0.11
2.775,-0.02,-0.09,0.11,0.15
2.796,-0.07,-0.06,0.06,0.11
2.816,-0.07,-0.04,0.06,0.1
2.836,-0.02,-0.08,-0.01,0.08
2.855,0.03,-0.03,-0.03,0.05
2.875,0.01,0.03,-0.05,0.06
2.895,-0.03,0.01,-0.04,0.05
2.915,-0.01,-0.04,-0.02,0.05
2.935,0.02,-0.06,-0.02,0.06
2.955,-0.0,-0.05,-0.03,0.05
2.975,-0.03,-0.01,-0.01,0.04
2.995,-0.04,-0.0,0.05,0.07
3.015,0.01,-0.01,0.07,0.07
3.035,-0.01,-0.02,0.03,0.04
3.055,-0.01,-0.04,-0.0,0.05
3.075,-0.03,-0.04,-0.04,0.06
3.095,-0.01,-0.03,-0.03,0.04
3.115,-0.01,-0.01,-0.03,0.03
3.135,-0.01,-0.01,0.0,0.01
3.155,0.01,0.01,-0.05,0.05
3.175,0.06,-0.0,-0.03,0.07
3.195,0.07,-0.06,0.02,0.09
3.215,-0.02,-0.06,-0.02,0.07
3.235,-0.0,0.02,0.05,0.05
3.255,-0.01,0.02,0.07,0.07
3.275,-0.01,-0.09,0.03,0.1
3.295,-0.0,-0.04,-0.04,0.06
3.315,0.01,0.04,-0.07,0.08
3.335,-0.02,-0.01,-0.05,0.05
3.355,-0.05,-0.07,0.0,0.09
3.375,-0.05,-0.05,0.02,0.07
3.395,-0.02,0.0,0.01,0.02
3.415,-0.03,-0.01,0.02,0.04
3.435,0.0,-0.04,-0.0,0.04
3.454,0.03,-0.01,-0.01,0.03
3.475,-0.0,0.0,-0.02,0.02
3.494,-0.03,-0.04,-0.01,0.05
3.515,-0.01,-0.04,0.02,0.04
3.534,0.0,-0.02,-0.0,0.02
3.554,0.01,-0.05,-0.02,0.05
3.574,-0.02,-0.04,0.0,0.04
3.594,0.0,-0.02,0.01,0.03
3.614,-0.01,-0.02,0.01,0.03
3.634,-0.03,-0.03,-0.01,0.04
3.654,-0.01,-0.03,-0.03,0.04
3.674,0.01,-0.02,-0.03,0.04
3.694,0.0,-0.02,-0.01,0.02
3.714,-0.02,-0.04,-0.02,0.05
3.734,-0.03,-0.04,-0.01,0.05
3.754,-0.02,-0.01,0.01,0.02
3.774,-0.01,-0.03,0.0,0.03
3.794,0.0,-0.03,0.01,0.03
3.814,-0.02,-0.0,-0.07,0.07
3.834,0.04,-0.01,-0.01,0.04
3.854,0.02,-0.07,0.01,0.08
3.874,-0.03,-0.05,-0.05,0.08
3.894,-0.01,0.05,0.03,0.06
3.914,-0.04,0.02,0.03,0.05
3.934,-0.03,-0.08,0.01,0.09
3.954,0.01,-0.04,-0.06,0.07
3.974,0.07,0.02,-0.02,0.07
3.994,0.05,0.01,-0.03,0.06
4.013,0.0,-0.02,-0.0,0.02
4.033,-0.04,-0.01,-0.02,0.05
4.053,-0.04,-0.01,0.01,0.05
4.073,-0.01,-0.04,0.04,0.06
4.093,0.01,-0.05,-0.02,0.05
4.113,0.02,-0.01,-0.01,0.03
4.133,-0.02,0.01,-0.01,0.02
4.153,-0.06,-0.03,0.03,0.07
4.173,-0.01,-0.04,0.04,0.06
4.193,0.03,-0.04,0.0,0.05
4.213,0.02,-0.04,-0.02,0.05
4.233,0.0,-0.05,-0.02,0.05
4.253,0.01,-0.03,-0.0,0.04
4.273,0.03,-0.03,0.0,0.04
4.293,0.01,-0.03,-0.0,0.03
