time,ax,ay,az,atotal
2.336,-0.01,-0.01,0.07,0.07
2.346,-0.03,0.01,0.04,0.05
2.356,-0.02,0.01,0.0,0.02
2.366,-0.0,-0.01,-0.02,0.02
2.376,-0.0,-0.02,-0.02,0.03
2.386,0.0,-0.02,-0.04,0.05
2.396,0.01,-0.02,-0.04,0.05
2.406,0.02,-0.02,-0.06,0.06
2.416,0.03,-0.0,-0.04,0.05
2.425,0.03,0.01,-0.04,0.05
2.435,0.02,0.02,-0.03,0.04
2.445,-0.01,0.03,-0.03,0.04
2.455,-0.03,0.03,-0.04,0.06
2.465,-0.03,0.01,-0.06,0.07
2.475,-0.04,-0.0,-0.05,0.07
2.485,-0.04,-0.02,-0.06,0.07
2.495,-0.03,-0.02,-0.03,0.05
2.505,0.0,-0.02,0.0,0.02
2.515,0.02,-0.0,0.02,0.03
2.525,0.01,0.01,0.01,0.02
2.535,-0.02,0.02,-0.0,0.03
2.545,-0.03,0.0,0.02,0.04
2.555,-0.04,-0.0,0.0,0.04
2.565,-0.05,-0.0,-0.05,0.07
2.575,-0.03,-0.0,-0.06,0.07
2.585,0.01,-0.0,-0.03,0.04
2.595,0.01,-0.0,-0.03,0.03
2.605,-0.01,0.01,-0.07,0.07
2.615,-0.02,0.02,-0.09,0.1
2.625,-0.04,0.03,-0.09,0.1
2.635,-0.04,0.04,-0.07,0.09
2.645,-0.04,0.03,-0.07,0.08
2.655,-0.02,0.02,-0.03,0.04
2.665,0.01,-0.02,0.02,0.03
2.675,0.05,-0.05,0.04,0.09
2.685,0.09,-0.06,0.05,0.12
2.695,0.1,-0.05,0.02,0.11
2.705,0.09,-0.01,0.01,0.09
2.715,0.06,0.01,0.01,0.07
2.725,0.02,0.0,0.0,0.02
2.735,0.0,-0.01,-0.01,0.01
2.745,-0.03,-0.01,-0.0,0.03
2.755,-0.04,-0.02,0.02,0.05
2.765,-0.04,-0.02,0.06,0.07
2.775,-0.05,-0.02,0.08,0.09
2.785,-0.06,-0.02,0.1,0.11
2.795,-0.05,-0.03,0.08,0.1
2.805,-0.03,-0.03,0.06,0.07
2.815,-0.02,-0.03,0.06,0.08
2.825,-0.02,-0.02,0.07,0.07
2.835,-0.0,-0.02,0.06,0.07
2.845,0.01,-0.0,0.07,0.07
2.855,0.02,0.01,0.03,0.04
2.865,0.01,0.0,-0.01,0.01
2.875,0.01,-0.01,-0.02,0.02
2.885,0.02,-0.02,-0.02,0.04
2.895,0.03,-0.02,-0.03,0.05
