time,ax,ay,az,atotal
5.187,0.33,0.87,-0.2,0.95
5.207,0.92,1.04,-0.55,1.5
5.227,1.2,0.84,-0.74,1.64
5.247,1.04,0.48,-0.31,1.19
5.267,0.87,0.19,0.26,0.93
5.287,0.4,-0.17,0.46,0.63
5.307,-0.06,-0.61,0.32,0.7
5.327,-0.24,-0.78,0.08,0.82
5.347,-0.2,-0.64,-0.03,0.67
5.367,0.15,-0.44,0.0,0.47
5.387,0.46,-0.27,-0.02,0.54
5.407,0.51,-0.19,-0.05,0.54
5.427,0.4,-0.22,0.04,0.46
5.447,0.24,0.05,0.19,0.31
5.466,0.28,0.4,0.32,0.58
5.487,0.31,0.3,0.35,0.55
5.507,0.37,-0.03,0.36,0.51
5.526,0.34,-0.18,0.32,0.5
5.546,0.13,-0.21,0.26,0.35
5.566,0.02,-0.35,0.2,0.4
5.586,0.08,-0.51,0.14,0.53
5.606,0.17,-0.63,0.21,0.68
5.626,0.2,-0.74,0.19,0.79
5.646,0.34,-0.89,-0.23,0.98
5.666,0.9,-0.92,-0.41,1.35
5.686,0.95,-0.03,-0.37,1.02
5.706,0.84,0.8,0.25,1.19
5.726,0.43,0.99,0.35,1.14
5.746,-0.14,1.08,0.27,1.13
5.766,-0.14,1.08,0.3,1.13
5.786,0.44,0.9,0.42,1.09
5.806,1.02,0.63,0.25,1.22
5.826,1.13,0.36,-0.11,1.19
5.846,0.83,0.51,-0.19,0.99
5.866,0.24,1.11,-0.15,1.15
5.886,-0.26,1.88,-0.06,1.9
5.906,-0.4,2.61,-0.05,2.64
5.926,-0.2,3.05,-0.21,3.07
5.946,-0.03,3.22,-0.35,3.24
5.966,-0.1,3.24,-0.45,3.27
5.986,-0.36,2.67,-0.62,2.76
6.006,-0.66,1.55,-0.94,1.93
6.026,-0.79,0.48,-1.27,1.57
6.046,-0.63,0.0,-1.28,1.42
6.066,-0.25,0.05,-1.09,1.12
6.085,0.09,0.32,-1.01,1.06
6.106,0.07,0.37,-1.07,1.14
6.125,0.01,0.18,-1.13,1.14
6.145,-0.01,0.01,-1.06,1.06
6.165,0.02,-0.23,-0.84,0.87
6.185,0.02,-0.63,-0.65,0.91
6.205,-0.07,-1.41,-0.65,1.55
6.225,-0.31,-2.35,-0.88,2.53
6.245,-0.21,-3.1,-1.19,3.33
6.265,0.17,-3.6,-1.38,3.86
6.285,0.65,-3.67,-1.33,3.96
6.305,0.68,-3.2,-1.1,3.46
6.325,0.63,-2.37,-0.81,2.58
6.345,0.51,-1.23,-0.55,1.44
6.365,0.35,-0.28,-0.33,0.56
6.385,0.22,0.25,-0.37,0.5
6.405,-0.15,0.64,-0.71,0.97
6.425,-0.65,0.78,-0.91,1.36
6.445,-0.99,0.5,-0.79,1.36
6.465,-1.21,0.19,-0.36,1.28
6.485,-1.11,0.01,-0.06,1.11
6.505,-0.83,-0.12,-0.11,0.84
6.525,-0.3,-0.3,-0.4,0.58
6.545,0.15,-0.44,-0.52,0.7
6.565,0.32,-0.39,-0.23,0.55
6.585,0.09,-0.31,-0.14,0.35
6.605,-0.11,-0.32,-0.28,0.44
6.625,-0.55,-0.18,-0.38,0.7
6.644,-1.04,-0.15,-0.43,1.13
6.665,-1.05,-0.14,-0.33,1.11
6.684,-0.64,-0.04,-0.25,0.69
6.704,-0.15,-0.05,-0.21,0.26
6.724,0.22,-0.07,-0.2,0.3
6.744,0.32,-0.03,-0.22,0.39
6.764,0.08,-0.08,-0.11,0.16
6.784,-0.21,-0.21,0.01,0.3
6.804,-0.4,-0.32,0.08,0.52
6.824,-0.28,-0.32,0.04,0.43
6.844,0.01,-0.26,0.01,0.27
6.864,0.1,-0.03,0.16,0.19
6.884,0.12,0.13,0.3,0.35
6.904,0.14,0.01,0.3,0.34
6.924,0.11,-0.18,0.26,0.34
6.944,-0.03,-0.17,0.21,0.28
6.964,-0.2,-0.14,0.28,0.37
6.984,-0.46,-0.13,0.41,0.63
7.004,-0.57,-0.12,0.51,0.77
7.024,-0.62,-0.13,0.44,0.77
7.044,-0.82,-0.16,0.24,0.87
7.064,-0.91,-0.17,0.02,0.93
7.084,-0.52,-0.11,-0.0,0.53
7.104,0.1,-0.21,0.07,0.24
7.124,0.66,-0.25,0.16,0.72
7.144,0.81,-0.13,0.31,0.87
7.164,0.5,-0.09,0.56,0.75
7.184,-0.19,-0.14,0.77,0.8
7.204,-0.85,-0.15,0.74,1.14
7.224,-0.98,-0.07,0.58,1.14
7.244,-0.77,-0.08,0.44,0.89
7.264,-0.5,-0.03,0.51,0.72
7.284,-0.38,0.24,0.67,0.81
7.304,-0.29,0.62,0.77,1.03
7.324,-0.09,1.03,0.71,1.26
